ZIP,CBSA,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
18462,99999,STARRUCCA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18463,99999,STERLING,PA,1.000000000,1.000000000,1.000000000,1.000000000
18464,25770,TAFTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18465,99999,THOMPSON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18466,99999,TOBYHANNA,PA,0.002396987,0.005494505,0.000000000,0.002438213
18466,20700,TOBYHANNA,PA,0.997603013,0.994505495,1.000000000,0.997561787
18469,99999,TYLER HILL,PA,1.000000000,1.000000000,1.000000000,1.000000000
18470,99999,UNION DALE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18471,42540,WAVERLY,PA,1.000000000,1.000000000,1.000000000,1.000000000
18472,42540,WAYMART,PA,0.007688611,0.000000000,0.026315789,0.007964602
18472,99999,WAYMART,PA,0.992311389,1.000000000,0.973684211,0.992035398
18473,99999,WHITE MILLS,PA,1.000000000,1.000000000,0.000000000,1.000000000
18501,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18503,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18504,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18505,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18507,42540,MOOSIC,PA,1.000000000,1.000000000,1.000000000,1.000000000
18508,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18509,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18510,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18512,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18515,42540,SCRANTON,PA,0.000000000,1.000000000,1.000000000,1.000000000
18517,42540,TAYLOR,PA,1.000000000,1.000000000,1.000000000,1.000000000
18518,42540,OLD FORGE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18519,42540,SCRANTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18540,42540,SCRANTON,PA,0.000000000,0.000000000,1.000000000,1.000000000
18577,42540,SCRANTON,PA,0.000000000,0.000000000,1.000000000,1.000000000
18601,42540,BEACH HAVEN,PA,0.000000000,1.000000000,0.000000000,1.000000000
18602,42540,BEAR CREEK,PA,1.000000000,1.000000000,1.000000000,1.000000000
18603,42540,BERWICK,PA,0.192434385,0.111594203,0.108843537,0.184704185
18603,14100,BERWICK,PA,0.807565615,0.888405797,0.891156463,0.815295815
18610,42540,BLAKESLEE,PA,0.005658436,0.000000000,0.000000000,0.005285920
18610,20700,BLAKESLEE,PA,0.994341564,1.000000000,1.000000000,0.994714080
18611,42540,CAMBRA,PA,0.000000000,1.000000000,0.000000000,1.000000000
18612,42540,DALLAS,PA,1.000000000,1.000000000,1.000000000,1.000000000
18614,42380,DUSHORE,PA,0.015086207,0.000000000,0.000000000,0.014276003
18614,42540,DUSHORE,PA,0.017241379,0.000000000,0.000000000,0.016315432
18614,99999,DUSHORE,PA,0.967672414,1.000000000,1.000000000,0.969408566
18615,42540,FALLS,PA,1.000000000,1.000000000,1.000000000,1.000000000
18616,99999,FORKSVILLE,PA,0.973118280,1.000000000,1.000000000,0.974619289
18616,42380,FORKSVILLE,PA,0.026881720,0.000000000,0.000000000,0.025380711
18617,42540,GLEN LYON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18618,42540,HARVEYS LAKE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18619,99999,HILLSGROVE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18621,42540,HUNLOCK CREEK,PA,1.000000000,1.000000000,1.000000000,1.000000000
18622,42540,HUNTINGTON MILLS,PA,1.000000000,1.000000000,0.000000000,1.000000000
18623,42380,LACEYVILLE,PA,0.344909234,0.254901961,0.181818182,0.336270191
18623,42540,LACEYVILLE,PA,0.507498027,0.549019608,0.727272727,0.516152717
18623,99999,LACEYVILLE,PA,0.147592739,0.196078431,0.090909091,0.147577093
18624,10900,LAKE HARMONY,PA,1.000000000,0.000000000,1.000000000,1.000000000
18625,42540,LAKE WINOLA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18626,99999,LAPORTE,PA,1.000000000,1.000000000,0.000000000,1.000000000
18627,42540,LEHMAN,PA,0.000000000,1.000000000,0.000000000,1.000000000
18628,99999,LOPEZ,PA,1.000000000,1.000000000,0.000000000,1.000000000
18629,42540,MEHOOPANY,PA,0.992432432,1.000000000,0.962962963,0.991769547
18629,99999,MEHOOPANY,PA,0.007567568,0.000000000,0.037037037,0.008230453
18630,42540,MESHOPPEN,PA,0.496321070,0.756756757,0.930232558,0.514285714
18630,99999,MESHOPPEN,PA,0.503678930,0.243243243,0.069767442,0.485714286
18631,14100,MIFFLINVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18632,99999,MILDRED,PA,1.000000000,1.000000000,1.000000000,1.000000000
18634,42540,NANTICOKE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18635,42540,NESCOPECK,PA,0.659405941,0.661764706,0.846153846,0.662905501
18635,14100,NESCOPECK,PA,0.340594059,0.338235294,0.153846154,0.337094499
18636,42540,NOXEN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18640,42540,PITTSTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18641,42540,PITTSTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18642,42540,DURYEA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18643,42540,PITTSTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18644,42540,WYOMING,PA,1.000000000,1.000000000,1.000000000,1.000000000
18651,42540,PLYMOUTH,PA,1.000000000,1.000000000,1.000000000,1.000000000
18653,42540,RANSOM,PA,0.000000000,1.000000000,0.000000000,1.000000000
18654,42540,SHAWANESE,PA,0.000000000,1.000000000,0.000000000,1.000000000
18655,14100,SHICKSHINNY,PA,0.065257353,0.025210084,0.065217391,0.063884892
18655,42540,SHICKSHINNY,PA,0.934742647,0.974789916,0.934782609,0.936115108
18656,42540,SWEET VALLEY,PA,1.000000000,1.000000000,1.000000000,1.000000000
18657,42540,TUNKHANNOCK,PA,1.000000000,1.000000000,1.000000000,1.000000000
18660,42540,WAPWALLOPEN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18661,10900,WHITE HAVEN,PA,0.136534568,0.132867133,0.208333333,0.137335526
18661,42540,WHITE HAVEN,PA,0.863465432,0.867132867,0.791666667,0.862664474
18701,42540,WILKES BARRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18702,42540,WILKES BARRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18703,42540,WILKES BARRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18704,42540,KINGSTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18705,42540,WILKES BARRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18706,42540,WILKES BARRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18707,42540,MOUNTAIN TOP,PA,1.000000000,1.000000000,1.000000000,1.000000000
18708,42540,SHAVERTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18709,42540,LUZERNE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18710,42540,WILKES BARRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18711,42540,WILKES BARRE,PA,0.000000000,1.000000000,1.000000000,1.000000000
18762,42540,WILKES BARRE,PA,0.000000000,1.000000000,0.000000000,1.000000000
18764,42540,WILKES BARRE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18765,42540,WILKES BARRE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18766,42540,WILKES BARRE,PA,0.000000000,1.000000000,0.000000000,1.000000000
18768,42540,WILKES BARRE,PA,0.000000000,1.000000000,0.000000000,1.000000000
18769,42540,WILKES BARRE,PA,0.000000000,1.000000000,0.000000000,1.000000000
18801,99999,MONTROSE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18810,42380,ATHENS,PA,1.000000000,1.000000000,1.000000000,1.000000000
18812,99999,BRACKNEY,PA,1.000000000,1.000000000,1.000000000,1.000000000
18813,99999,BROOKLYN,PA,0.000000000,1.000000000,0.000000000,1.000000000
18814,42380,BURLINGTON,PA,1.000000000,1.000000000,0.000000000,1.000000000
18816,99999,DIMOCK,PA,1.000000000,1.000000000,0.000000000,1.000000000
18817,42380,EAST SMITHFIELD,PA,1.000000000,1.000000000,0.000000000,1.000000000
18818,99999,FRIENDSVILLE,PA,0.998514116,1.000000000,1.000000000,0.998624484
18818,42380,FRIENDSVILLE,PA,0.001485884,0.000000000,0.000000000,0.001375516
18820,99999,GIBSON,PA,0.000000000,1.000000000,0.000000000,1.000000000
18821,99999,GREAT BEND,PA,1.000000000,1.000000000,1.000000000,1.000000000
18822,99999,HALLSTEAD,PA,1.000000000,1.000000000,1.000000000,1.000000000
18823,99999,HARFORD,PA,1.000000000,1.000000000,1.000000000,1.000000000
18824,99999,HOP BOTTOM,PA,1.000000000,1.000000000,1.000000000,1.000000000
18825,99999,JACKSON,PA,1.000000000,1.000000000,0.000000000,1.000000000
18826,99999,KINGSLEY,PA,1.000000000,1.000000000,1.000000000,1.000000000
18827,99999,LANESBORO,PA,0.000000000,1.000000000,0.000000000,1.000000000
18828,99999,LAWTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18829,42380,LE RAYSVILLE,PA,0.975000000,1.000000000,1.000000000,0.976415094
18829,99999,LE RAYSVILLE,PA,0.025000000,0.000000000,0.000000000,0.023584906
18830,99999,LITTLE MEADOWS,PA,0.906666667,1.000000000,0.857142857,0.910000000
18830,42380,LITTLE MEADOWS,PA,0.093333333,0.000000000,0.142857143,0.090000000
18831,42380,MILAN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18832,42380,MONROETON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18833,99999,NEW ALBANY,PA,0.083250743,0.000000000,0.071428571,0.081439394
18833,42380,NEW ALBANY,PA,0.916749257,1.000000000,0.928571429,0.918560606
18834,99999,NEW MILFORD,PA,1.000000000,1.000000000,1.000000000,1.000000000
18837,42380,ROME,PA,1.000000000,1.000000000,1.000000000,1.000000000
18840,42380,SAYRE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18842,99999,SOUTH GIBSON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18843,99999,SOUTH MONTROSE,PA,1.000000000,1.000000000,0.000000000,1.000000000
18844,42540,SPRINGVILLE,PA,0.027166882,0.000000000,0.142857143,0.028606965
18844,99999,SPRINGVILLE,PA,0.972833118,1.000000000,0.857142857,0.971393035
18845,42380,STEVENSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18846,42380,SUGAR RUN,PA,0.976923077,1.000000000,1.000000000,0.977386935
18846,42540,SUGAR RUN,PA,0.023076923,0.000000000,0.000000000,0.022613065
18847,99999,SUSQUEHANNA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18848,42380,TOWANDA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18850,42380,ULSTER,PA,1.000000000,1.000000000,1.000000000,1.000000000
18851,42380,WARREN CENTER,PA,0.997326203,1.000000000,0.000000000,0.997347480
18851,99999,WARREN CENTER,PA,0.002673797,0.000000000,0.000000000,0.002652520
18853,42380,WYALUSING,PA,1.000000000,1.000000000,1.000000000,1.000000000
18854,42380,WYSOX,PA,1.000000000,1.000000000,1.000000000,1.000000000
18901,37980,DOYLESTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18902,37980,DOYLESTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18910,37980,BEDMINSTER,PA,0.000000000,0.000000000,1.000000000,1.000000000
18911,37980,BLOOMING GLEN,PA,1.000000000,1.000000000,0.000000000,1.000000000
18912,37980,BUCKINGHAM,PA,1.000000000,1.000000000,1.000000000,1.000000000
18913,37980,CARVERSVILLE,PA,1.000000000,0.000000000,1.000000000,1.000000000
18914,37980,CHALFONT,PA,1.000000000,1.000000000,1.000000000,1.000000000
18915,37980,COLMAR,PA,1.000000000,1.000000000,1.000000000,1.000000000
18916,37980,DANBORO,PA,0.000000000,0.000000000,1.000000000,1.000000000
18917,37980,DUBLIN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18918,37980,EARLINGTON,PA,0.000000000,0.000000000,1.000000000,1.000000000
18920,37980,ERWINNA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18921,37980,FERNDALE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18922,37980,FOREST GROVE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18923,37980,FOUNTAINVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18925,37980,FURLONG,PA,1.000000000,1.000000000,1.000000000,1.000000000
18927,37980,HILLTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18928,37980,HOLICONG,PA,1.000000000,1.000000000,1.000000000,1.000000000
18929,37980,JAMISON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18930,37980,KINTNERSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18931,37980,LAHASKA,PA,1.000000000,1.000000000,1.000000000,1.000000000
18932,37980,LINE LEXINGTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18933,37980,LUMBERVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18934,37980,MECHANICSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18935,37980,MILFORD SQUARE,PA,1.000000000,0.000000000,1.000000000,1.000000000
18936,37980,MONTGOMERYVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18938,37980,NEW HOPE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18940,37980,NEWTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18942,37980,OTTSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18943,37980,PENNS PARK,PA,0.000000000,0.000000000,1.000000000,1.000000000
18944,37980,PERKASIE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18946,37980,PINEVILLE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18947,37980,PIPERSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18949,37980,PLUMSTEADVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18950,37980,POINT PLEASANT,PA,1.000000000,1.000000000,1.000000000,1.000000000
18951,10900,QUAKERTOWN,PA,0.001655840,0.000000000,0.000000000,0.001473255
18951,37980,QUAKERTOWN,PA,0.998344160,1.000000000,1.000000000,0.998526745
18953,37980,REVERE,PA,1.000000000,0.000000000,1.000000000,1.000000000
18954,37980,RICHBORO,PA,1.000000000,1.000000000,1.000000000,1.000000000
18955,37980,RICHLANDTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
18956,37980,RUSHLAND,PA,0.000000000,0.000000000,1.000000000,1.000000000
18957,37980,SALFORD,PA,1.000000000,0.000000000,1.000000000,1.000000000
18958,37980,SALFORDVILLE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18960,37980,SELLERSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18962,37980,SILVERDALE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18963,37980,SOLEBURY,PA,1.000000000,1.000000000,1.000000000,1.000000000
18964,37980,SOUDERTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18966,37980,SOUTHAMPTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18968,37980,SPINNERSTOWN,PA,0.000000000,0.000000000,1.000000000,1.000000000
18969,37980,TELFORD,PA,1.000000000,1.000000000,1.000000000,1.000000000
18970,37980,TRUMBAUERSVILLE,PA,1.000000000,1.000000000,1.000000000,1.000000000
18971,37980,TYLERSPORT,PA,1.000000000,0.000000000,1.000000000,1.000000000
18972,37980,UPPER BLACK EDDY,PA,1.000000000,1.000000000,1.000000000,1.000000000
18974,37980,WARMINSTER,PA,1.000000000,1.000000000,1.000000000,1.000000000
18976,37980,WARRINGTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
18977,37980,WASHINGTON CROSSING,PA,1.000000000,1.000000000,1.000000000,1.000000000
18979,37980,WOXALL,PA,0.000000000,0.000000000,1.000000000,1.000000000
18980,37980,WYCOMBE,PA,0.000000000,0.000000000,1.000000000,1.000000000
18981,37980,ZIONHILL,PA,0.000000000,0.000000000,1.000000000,1.000000000
19001,37980,ABINGTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
19002,37980,AMBLER,PA,1.000000000,1.000000000,1.000000000,1.000000000
19003,37980,ARDMORE,PA,1.000000000,1.000000000,1.000000000,1.000000000
19004,37980,BALA CYNWYD,PA,1.000000000,1.000000000,1.000000000,1.000000000
19006,37980,HUNTINGDON VALLEY,PA,1.000000000,1.000000000,1.000000000,1.000000000
19007,37980,BRISTOL,PA,1.000000000,1.000000000,1.000000000,1.000000000
19008,37980,BROOMALL,PA,1.000000000,1.000000000,1.000000000,1.000000000
19009,37980,BRYN ATHYN,PA,1.000000000,1.000000000,1.000000000,1.000000000
19010,37980,BRYN MAWR,PA,1.000000000,1.000000000,1.000000000,1.000000000
19012,37980,CHELTENHAM,PA,1.000000000,1.000000000,1.000000000,1.000000000
19013,37980,CHESTER,PA,1.000000000,1.000000000,1.000000000,1.000000000
19014,37980,ASTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
19015,37980,BROOKHAVEN,PA,1.000000000,1.000000000,1.000000000,1.000000000
19016,37980,CHESTER,PA,1.000000000,1.000000000,1.000000000,1.000000000
19017,37980,CHESTER HEIGHTS,PA,1.000000000,1.000000000,1.000000000,1.000000000
19018,37980,CLIFTON HEIGHTS,PA,1.000000000,1.000000000,1.000000000,1.000000000
19020,37980,BENSALEM,PA,1.000000000,1.000000000,1.000000000,1.000000000
19021,37980,CROYDON,PA,1.000000000,1.000000000,1.000000000,1.000000000
19022,37980,CRUM LYNNE,PA,1.000000000,1.000000000,1.000000000,1.000000000
19023,37980,DARBY,PA,1.000000000,1.000000000,1.000000000,1.000000000
19025,37980,DRESHER,PA,1.000000000,1.000000000,1.000000000,1.000000000
19026,37980,DREXEL HILL,PA,1.000000000,1.000000000,1.000000000,1.000000000
19027,37980,ELKINS PARK,PA,1.000000000,1.000000000,1.000000000,1.000000000
19028,37980,EDGEMONT,PA,1.000000000,1.000000000,1.000000000,1.000000000
19029,37980,ESSINGTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
19030,37980,FAIRLESS HILLS,PA,1.000000000,1.000000000,1.000000000,1.000000000
19031,37980,FLOURTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
19032,37980,FOLCROFT,PA,1.000000000,1.000000000,1.000000000,1.000000000
19033,37980,FOLSOM,PA,1.000000000,1.000000000,1.000000000,1.000000000
19034,37980,FORT WASHINGTON,PA,1.000000000,1.000000000,1.000000000,1.000000000
19035,37980,GLADWYNE,PA,1.000000000,1.000000000,1.000000000,1.000000000
19036,37980,GLENOLDEN,PA,1.000000000,1.000000000,1.000000000,1.000000000
19038,37980,GLENSIDE,PA,1.000000000,1.000000000,1.000000000,1.000000000
19039,37980,GRADYVILLE,PA,0.000000000,1.000000000,0.000000000,1.000000000
19040,37980,HATBORO,PA,1.000000000,1.000000000,1.000000000,1.000000000
19041,37980,HAVERFORD,PA,1.000000000,1.000000000,1.000000000,1.000000000
19043,37980,HOLMES,PA,1.000000000,1.000000000,1.000000000,1.000000000
19044,37980,HORSHAM,PA,1.000000000,1.000000000,1.000000000,1.000000000
19046,37980,JENKINTOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
